IDfg,Season,Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,GB,FB,LD,IFFB,Pitches,Balls,Strikes,IFH,BU,BUH,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,wOBA,wRAA,wRC,Bat,Fld,Rep,Pos,RAR,WAR,Dol,Spd,wRC+,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,FB% (Pitch),FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,PO%,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,BsR,FA% (sc),FT% (sc),FC% (sc),FS% (sc),FO% (sc),SI% (sc),SL% (sc),CU% (sc),KC% (sc),EP% (sc),CH% (sc),SC% (sc),KN% (sc),UN% (sc),vFA (sc),vFT (sc),vFC (sc),vFS (sc),vFO (sc),vSI (sc),vSL (sc),vCU (sc),vKC (sc),vEP (sc),vCH (sc),vSC (sc),vKN (sc),FA-X (sc),FT-X (sc),FC-X (sc),FS-X (sc),FO-X (sc),SI-X (sc),SL-X (sc),CU-X (sc),KC-X (sc),EP-X (sc),CH-X (sc),SC-X (sc),KN-X (sc),FA-Z (sc),FT-Z (sc),FC-Z (sc),FS-Z (sc),FO-Z (sc),SI-Z (sc),SL-Z (sc),CU-Z (sc),KC-Z (sc),EP-Z (sc),CH-Z (sc),SC-Z (sc),KN-Z (sc),wFA (sc),wFT (sc),wFC (sc),wFS (sc),wFO (sc),wSI (sc),wSL (sc),wCU (sc),wKC (sc),wEP (sc),wCH (sc),wSC (sc),wKN (sc),wFA/C (sc),wFT/C (sc),wFC/C (sc),wFS/C (sc),wFO/C (sc),wSI/C (sc),wSL/C (sc),wCU/C (sc),wKC/C (sc),wEP/C (sc),wCH/C (sc),wSC/C (sc),wKN/C (sc),O-Swing% (sc),Z-Swing% (sc),Swing% (sc),O-Contact% (sc),Z-Contact% (sc),Contact% (sc),Zone% (sc),Pace,Def,wSB,UBR,Age Rng,Off,Lg,wGDP,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,TTO%,CH% (pi),CS% (pi),CU% (pi),FA% (pi),FC% (pi),FS% (pi),KN% (pi),SB% (pi),SI% (pi),SL% (pi),XX% (pi),vCH (pi),vCS (pi),vCU (pi),vFA (pi),vFC (pi),vFS (pi),vKN (pi),vSB (pi),vSI (pi),vSL (pi),vXX (pi),CH-X (pi),CS-X (pi),CU-X (pi),FA-X (pi),FC-X (pi),FS-X (pi),KN-X (pi),SB-X (pi),SI-X (pi),SL-X (pi),XX-X (pi),CH-Z (pi),CS-Z (pi),CU-Z (pi),FA-Z (pi),FC-Z (pi),FS-Z (pi),KN-Z (pi),SB-Z (pi),SI-Z (pi),SL-Z (pi),XX-Z (pi),wCH (pi),wCS (pi),wCU (pi),wFA (pi),wFC (pi),wFS (pi),wKN (pi),wSB (pi),wSI (pi),wSL (pi),wXX (pi),wCH/C (pi),wCS/C (pi),wCU/C (pi),wFA/C (pi),wFC/C (pi),wFS/C (pi),wKN/C (pi),wSB/C (pi),wSI/C (pi),wSL/C (pi),wXX/C (pi),O-Swing% (pi),Z-Swing% (pi),Swing% (pi),O-Contact% (pi),Z-Contact% (pi),Contact% (pi),Zone% (pi),Pace (pi),FRM,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,LD+%,GB%+,FB%+,HR/FB%+,Pull%+,Cent%+,Oppo%+,Soft%+,Med%+,Hard%+,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,Events,CStr%,CSW%,xBA,xSLG,xwOBA,L-WAR
1014396,1982,Robin Yount,MIL,26,156,635,704,210,123,46,12,29,129,114,54,2,63,1,10,4,19,14,3,0.331,,,,,,,,,,,0.077,0.08900000000000001,0.86,0.379,0.578,0.957,0.247,0.327,,,,,,,,,0.415,52.6,132,53.1,8.0,20.4,8.2,92.9,9.8,,6.9,164,3.75,-10.88,14.63,57.26,5.78,0.92,5.53,1,4.72,-0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2,1.6,,26 - 26,54.7,1.5,,,,,,,,0.207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,91,71,115,144,179,116,,,,,,,,,,,,,,,,,,0,,,,,,9.8
1002015,1982,Gary Carter,MON,28,154,557,653,163,101,32,1,29,91,97,78,11,64,6,8,4,16,2,5,0.293,,,,,,,,,,,0.11900000000000001,0.098,1.22,0.381,0.51,0.89,0.217,0.284,,,,,,,,,0.388,35.4,109,36.4,14.0,18.9,9.3,79.7,8.4,,2.2,150,2.28,-11.72,14.0,30.35,3.22,1.1,1.0,3,3.12,-1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.3,-1.6,,28 - 28,34.9,2.6,,,,,,,,0.262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,142,78,116,132,181,98,,,,,,,,,,,,,,,,,,0,,,,,,8.4
1003091,1982,Andre Dawson,MON,27,148,607,659,183,116,37,7,23,107,83,34,4,95,8,6,4,8,39,10,0.301,,,,,,,,,,,0.052000000000000005,0.14400000000000002,0.36,0.344,0.499,0.843,0.198,0.323,,,,,,,,,0.369,25.9,100,26.9,18.0,19.1,0.0,70.6,7.4,,7.6,136,2.44,-11.91,14.35,30.84,3.25,1.07,,0,3.14,-0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,3.9,,27 - 27,30.8,2.6,,,,,,,,0.231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,62,114,105,129,164,112,,,,,,,,,,,,,,,,,,0,,,,,,7.4
1003123,1982,Doug DeCinces,CAL,31,153,575,655,173,96,42,5,30,94,97,66,7,80,1,9,4,19,7,5,0.301,,,,,,,,,,,0.10099999999999999,0.122,0.83,0.369,0.548,0.916,0.247,0.302,,,,,,,,,0.397,39.8,113,36.2,13.0,19.0,1.0,70.1,7.3,,4.4,147,2.19,-11.21,13.4,33.74,3.44,1.02,,0,3.82,-1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,-0.6,,31 - 31,35.7,1.4,,,,,,,,0.26899999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,119,97,112,136,179,107,,,,,,,,,,,,,,,,,,0,,,,,,7.3
1011586,1982,Mike Schmidt,PHI,32,148,514,631,144,80,26,3,35,108,87,107,17,131,3,7,0,11,14,7,0.28,,,,,,,,,,,0.17,0.20800000000000002,0.82,0.403,0.547,0.949,0.267,0.307,,,,,,,,,0.409,44.2,115,42.8,4.0,18.3,0.9,68.6,7.2,,5.0,160,4.98,-10.4,15.38,38.08,4.29,1.08,,0,5.08,-0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,0.1,,32 - 32,42.9,2.5,,,,,,,,0.433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,202,165,122,142,222,106,,,,,,,,,,,,,,,,,,0,,,,,,7.2
1003865,1982,Dwight Evans,BOS,30,162,609,727,178,102,37,7,32,122,98,112,1,125,1,2,3,17,3,2,0.292,,,,,,,,,,,0.154,0.172,0.9,0.402,0.534,0.936,0.241,0.322,,,,,,,,,0.413,53.3,135,44.4,2.0,21.1,-7.3,61.6,6.5,,4.3,152,3.41,-11.68,15.1,48.6,4.77,0.97,,0,4.4,-0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.3,-0.2,,30 - 30,44.2,1.6,,,,,,,,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,183,137,123,133,175,114,,,,,,,,,,,,,,,,,,0,,,,,,6.5
1005120,1982,Pedro Guerrero,LAD,26,150,575,652,175,111,27,5,32,87,100,65,16,89,5,3,4,7,22,5,0.304,,,,,,,,,,,0.1,0.13699999999999998,0.73,0.378,0.536,0.914,0.231,0.313,,,,,,,,,0.395,38.9,112,40.7,-2.0,18.9,-4.2,58.5,6.2,,5.6,156,4.73,-11.59,16.31,50.51,5.73,1.13,,0,5.17,-0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.2,2.4,,26 - 26,43.2,2.6,,,,,,,,0.285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,119,108,115,139,192,108,,,,,,,,,,,,,,,,,,0,,,,,,6.2
1009355,1982,Dale Murphy,ATL,26,162,598,698,168,107,23,2,36,113,109,93,9,134,3,4,0,10,23,11,0.281,,,,,,,,,,,0.133,0.192,0.69,0.378,0.507,0.885,0.226,0.306,,,,,,,,,0.389,38.0,117,34.7,1.0,20.2,-2.5,56.4,6.0,,4.9,144,4.45,-11.77,16.22,40.67,4.14,1.03,0.43,1,3.81,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5,0.3,,26 - 26,34.9,2.8,,,,,,,,0.377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,159,152,115,131,188,106,,,,,,,,,,,,,,,,,,0,,,,,,6.0
1005384,1982,Toby Harrah,CLE,33,162,602,708,183,125,29,4,25,100,78,84,7,52,12,3,7,13,17,3,0.304,,,,,,,,,,,0.11900000000000001,0.073,1.62,0.398,0.49,0.888,0.186,0.299,,,,,,,,,0.394,41.5,121,35.3,-5.0,20.5,1.0,55.6,5.9,,5.1,142,4.24,-10.96,15.2,34.76,3.57,1.04,0.04,1,4.09,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.0,2.2,,33 - 33,37.5,1.5,,,,,,,,0.22699999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,141,59,121,122,135,106,,,,,,,,,,,,,,,,,,0,,,,,,5.9
1009386,1982,Eddie Murray,BAL,26,151,550,627,174,111,30,1,32,87,110,70,18,82,1,6,0,17,7,2,0.316,,,,,,,,,,,0.11199999999999999,0.131,0.85,0.391,0.549,0.94,0.233,0.321,,,,,,,,,0.404,41.8,112,39.3,4.0,18.2,-8.9,54.6,5.8,,3.1,153,5.45,-9.5,14.95,43.35,4.5,1.04,,0,3.52,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.9,0.6,,26 - 26,40.0,1.4,,,,,,,,0.293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,132,104,119,136,168,114,,,,,,,,,,,,,,,,,,0,,,,,,5.8
